sid,school_year,grade_level,frpl
553,2003,12,R
554,2001,10,N
554,2002,11,F
554,2003,12,F
555,2001,9,N
555,2002,10,F
555,2003,11,F
555,2004,12,F
557,2001,9,N
557,2002,10,N
557,2003,11,N
557,2004,12,F
558,2001,8,R
558,2002,9,R
558,2005,12,R
559,2001,8,R
559,2002,9,F
559,2003,10,N
559,2004,11,F
559,2005,12,F
560,2001,8,N
560,2002,9,N
560,2003,10,N
560,2004,11,N
560,2006,12,N
561,2003,10,F
561,2004,10,F
561,2005,11,F
561,2006,12,F
562,2001,7,F
562,2002,8,N
562,2003,9,F
564,2001,7,F
564,2002,8,F
564,2003,9,F
564,2004,10,F
564,2005,11,F
564,2006,12,F
565,2001,6,F
565,2002,7,F
565,2003,8,N
565,2004,9,F
565,2006,10,N
566,2001,6,F
566,2002,7,F
566,2003,8,R
566,2004,9,F
566,2005,10,F
568,2002,7,N
568,2003,8,N
568,2004,9,N
568,2005,10,F
568,2006,11,F
568,2007,12,F
569,2001,5,R
569,2002,6,F
569,2003,7,F
569,2004,8,F
569,2005,9,R
569,2006,10,N
570,2001,4,F
571,2001,5,F
572,2001,5,F
572,2002,6,N
572,2003,7,N
572,2004,8,N
572,2005,9,N
572,2006,10,N
572,2007,11,N
573,2001,4,F
573,2002,5,F
573,2003,6,N
573,2004,7,F
573,2005,8,N
573,2006,9,N
573,2007,10,F
574,2001,4,F
574,2002,5,F
574,2003,6,N
574,2004,7,F
574,2005,8,F
574,2006,9,N
574,2007,10,F
576,2001,4,F
576,2002,5,R
576,2003,6,F
576,2004,7,F
576,2005,8,F
576,2006,9,F
576,2007,10,F
577,2007,10,F
578,2001,3,R
578,2002,4,F
578,2003,5,F
578,2004,6,F
578,2005,7,F
578,2006,8,F
578,2007,9,R
579,2003,5,F
579,2004,6,F
579,2006,8,R
579,2007,9,F
581,2003,4,F
581,2004,5,F
581,2005,6,N
581,2006,7,N
581,2007,8,F
582,2002,3,F
582,2003,4,F
582,2004,5,F
582,2005,6,F
582,2006,7,R
582,2007,8,F
583,2003,4,R
583,2004,5,F
583,2005,6,F
583,2006,7,R
583,2007,8,F
585,2003,3,F
585,2004,4,R
585,2005,5,N
585,2006,6,N
585,2007,7,F
586,2003,3,R
586,2004,4,F
586,2006,6,F
586,2007,7,F
587,2003,3,F
587,2004,4,F
587,2005,5,F
587,2006,6,F
587,2007,7,F
588,2004,3,N
588,2005,4,R
588,2006,5,N
588,2007,6,F
589,2004,3,N
589,2005,4,N
589,2006,5,N
589,2007,6,N
591,2003,3,N
591,2004,4,F
591,2005,5,F
591,2007,7,F
592,2007,5,F
593,2005,3,F
593,2006,4,R
593,2007,5,F
594,2005,3,F
594,2006,4,F
596,2007,3,F
597,2006,3,N
597,2007,4,F
598,2007,3,N
599,2007,3,N
600,2001,12,F
602,2001,12,N
604,2001,12,N
605,2001,11,F
605,2002,12,F
606,2001,10,F
606,2002,11,F
606,2003,12,F
607,2002,11,N
607,2003,12,N
608,2001,10,N
608,2002,11,N
608,2003,12,F
609,2001,9,F
609,2002,10,F
609,2003,11,F
609,2004,12,F
610,2001,9,N
610,2002,10,N
610,2003,11,N
610,2004,12,N
612,2002,10,N
612,2003,11,N
612,2004,12,N
613,2001,8,R
613,2002,9,F
613,2003,10,F
613,2004,11,F
613,2005,12,N
614,2001,8,F
614,2002,9,R
615,2003,9,R
617,2003,9,F
617,2004,10,F
617,2005,11,F
617,2006,12,N
618,2001,7,R
618,2002,8,N
618,2003,9,N
619,2001,6,R
619,2002,7,F
619,2003,8,F
619,2004,9,F
619,2005,10,F
619,2006,11,F
619,2007,12,R
620,2001,6,F
621,2002,7,F
621,2003,8,F
621,2004,9,F
621,2005,10,R
621,2006,11,F
621,2007,12,R
623,2004,9,F
623,2005,10,N
623,2006,11,N
623,2007,11,N
624,2001,5,F
624,2002,6,F
624,2003,7,R
624,2004,8,F
624,2005,9,F
625,2001,4,F
625,2002,5,F
625,2004,7,F
625,2005,9,F
626,2001,5,N
626,2002,6,N
626,2003,7,N
626,2004,8,N
626,2005,9,N
626,2006,10,N
626,2007,11,N
628,2001,4,F
628,2002,5,F
628,2003,6,F
628,2004,7,F
628,2005,8,N
628,2006,9,N
629,2001,4,N
629,2002,5,N
629,2003,6,N
629,2004,7,N
629,2005,8,N
629,2006,9,N
629,2007,10,N
630,2001,4,F
630,2002,5,R
630,2003,6,N
630,2004,7,F
630,2005,8,N
630,2006,9,F
630,2007,10,F
631,2001,4,F
631,2002,4,F
631,2003,5,F
632,2001,3,F
632,2002,4,F
632,2003,5,F
632,2004,6,F
632,2005,7,F
632,2006,8,F
632,2007,9,F
634,2004,6,F
634,2005,7,F
634,2006,8,F
634,2007,9,F
635,2001,3,F
635,2002,4,F
635,2003,5,F
636,2002,3,R
636,2003,4,F
636,2004,5,F
636,2007,8,F
638,2002,3,F
638,2003,4,R
638,2004,5,F
638,2005,6,F
638,2006,7,N
638,2007,8,F
639,2002,3,F
639,2003,4,F
640,2003,3,F
640,2004,4,F
640,2005,5,F
640,2006,6,F
640,2007,7,R
642,2003,3,N
642,2004,4,F
642,2005,5,F
642,2006,6,F
642,2007,7,F
643,2004,3,F
643,2005,4,F
643,2006,5,R
643,2007,6,F
644,2005,4,F
644,2006,5,F
644,2007,6,F
645,2004,3,N
645,2005,4,N
645,2006,5,N
645,2007,6,N
646,2005,3,F
646,2006,4,N
646,2007,4,N
647,2006,4,F
648,2005,3,F
648,2006,4,R
648,2007,5,F
650,2007,4,F
651,2006,3,N
651,2007,4,F
652,2007,3,F
653,2007,3,F
656,2001,12,R
657,2001,11,F
657,2002,12,F
658,2001,11,N
658,2002,12,N
659,2002,10,F
659,2003,11,F
659,2004,11,F
660,2001,10,N
660,2002,10,N
662,2001,9,F
663,2004,12,N
664,2001,9,N
664,2002,10,N
664,2003,11,N
664,2004,12,N
665,2001,8,R
665,2002,9,F
665,2003,10,F
665,2004,11,F
665,2005,12,F
666,2001,8,F
666,2002,9,R
666,2003,10,F
666,2004,11,F
666,2005,12,F
667,2001,8,F
667,2002,9,F
667,2003,10,F
667,2004,11,N
667,2005,12,N
668,2001,7,R
668,2002,8,F
668,2003,9,F
668,2004,10,N
668,2005,11,F
668,2006,12,F
670,2001,7,F
670,2002,8,R
671,2001,7,F
672,2001,6,F
672,2002,7,F
672,2003,8,N
672,2004,9,N
674,2001,6,N
674,2002,7,N
674,2003,8,N
674,2004,9,N
674,2005,10,N
674,2006,11,N
674,2007,12,N
675,2002,7,N
675,2003,8,F
675,2004,9,N
675,2005,10,F
675,2006,11,N
675,2007,12,R
676,2001,5,F
676,2002,6,F
676,2003,7,R
676,2004,8,F
676,2005,9,F
676,2006,10,F
676,2007,11,F
677,2004,8,F
678,2003,7,F
678,2004,8,R
678,2005,9,N
678,2006,10,F
678,2007,11,F
680,2001,4,F
680,2002,5,F
680,2003,6,F
681,2001,4,F
681,2002,5,F
681,2003,6,F
681,2004,7,F
681,2005,8,F
681,2006,9,F
681,2007,10,N
682,2001,4,N
682,2002,5,N
682,2003,6,N
682,2004,7,N
682,2005,8,N
682,2006,9,N
682,2007,10,N
683,2001,4,F
683,2002,5,F
683,2003,6,R
683,2004,7,F
683,2005,8,F
683,2006,9,F
683,2007,10,F
684,2001,3,N
684,2002,4,N
685,2003,5,N
687,2005,7,F
688,2002,3,F
688,2003,4,N
688,2004,5,F
688,2005,6,F
688,2006,7,F
688,2007,8,N
689,2002,3,F
689,2003,4,F
689,2004,5,F
689,2005,6,F
689,2006,7,F
689,2007,8,F
691,2003,3,F
691,2004,4,F
691,2005,5,F
691,2006,6,F
691,2007,7,F
692,2002,3,N
692,2003,4,F
692,2004,5,R
692,2005,6,F
693,2003,3,F
693,2004,4,N
693,2005,4,F
693,2006,5,F
693,2007,6,F
694,2004,3,R
694,2005,4,F
694,2006,5,F
694,2007,6,F
696,2004,3,R
696,2005,4,R
696,2006,5,R
696,2007,6,R
697,2004,3,F
698,2005,3,F
699,2005,3,F
699,2006,4,R
699,2007,5,F
700,2005,3,N
700,2006,4,N
700,2007,5,N
702,2006,3,F
702,2007,4,R
703,2007,3,F
704,2007,3,F
705,2007,3,F
707,2001,12,F
708,2001,12,N
710,2001,11,N
710,2002,12,N
711,2001,11,F
712,2001,10,F
712,2002,11,F
712,2003,12,R
713,2001,10,F
713,2002,11,F
713,2003,12,R
715,2001,9,F
716,2001,9,N
717,2001,9,N
717,2002,10,F
718,2001,8,N
718,2002,9,N
718,2003,10,R
718,2004,11,N
718,2005,12,N
719,2001,8,N
719,2002,9,N
719,2003,10,F
719,2004,10,F
719,2005,11,N
720,2001,8,N
720,2002,9,N
720,2003,10,N
720,2004,11,N
720,2005,12,N
721,2001,7,N
721,2002,8,N
721,2003,9,F
723,2001,7,F
723,2002,8,F
723,2006,11,N
724,2001,7,F
724,2002,8,N
724,2003,9,N
724,2004,10,N
724,2005,11,N
724,2006,12,N
725,2001,5,F
725,2002,6,F
725,2003,7,F
725,2004,8,F
725,2005,9,F
725,2006,10,F
725,2007,11,F
727,2001,6,F
727,2002,7,F
727,2004,9,F
727,2005,9,F
727,2006,9,F
727,2007,11,F
728,2001,6,F
728,2002,7,F
728,2003,8,N
728,2004,9,F
728,2005,10,N
728,2006,10,F
729,2001,5,F
729,2002,6,F
729,2003,7,F
729,2004,8,F
729,2005,9,F
729,2006,10,F
729,2007,11,R
730,2001,5,N
730,2002,6,N
730,2003,7,N
730,2004,8,N
730,2005,9,N
730,2006,10,N
730,2007,11,N
731,2001,5,F
731,2002,6,F
731,2004,8,F
731,2005,9,F
731,2006,10,R
733,2006,10,R
733,2007,11,N
734,2001,4,F
734,2002,5,R
734,2003,6,F
734,2004,7,F
734,2005,8,F
734,2006,9,F
734,2007,10,R
735,2001,3,F
735,2002,4,F
735,2006,8,F
735,2007,9,R
737,2001,3,F
737,2002,4,F
738,2001,4,N
738,2002,5,N
738,2003,6,R
738,2004,7,F
738,2005,8,R
738,2006,9,F
739,2001,3,F
739,2002,4,F
739,2003,5,R
739,2004,6,F
739,2005,7,F
739,2006,8,R
739,2007,9,F
740,2004,5,R
742,2002,3,F
742,2003,4,R
742,2004,5,F
742,2005,6,F
742,2007,8,N
743,2002,3,F
743,2003,4,F
743,2004,5,F
743,2005,6,F
743,2006,7,F
743,2007,8,F
744,2003,3,R
744,2004,4,R
744,2005,5,F
744,2006,6,F
744,2007,7,R
745,2003,3,F
745,2004,4,F
745,2005,5,F
745,2006,6,F
745,2007,7,R
746,2003,3,F
747,2003,3,F
747,2004,4,F
749,2004,3,F
749,2005,4,F
749,2006,5,F
749,2007,6,F
750,2004,3,F
750,2005,4,F
750,2006,5,F
750,2007,6,F
751,2005,3,N
751,2006,4,N
751,2007,5,F
752,2006,3,F
752,2007,5,F
754,2006,3,N
754,2007,4,N
755,2006,3,F
755,2007,4,F
756,2007,3,N
757,2007,3,F
758,2007,3,N
761,2001,10,N
761,2002,11,F
762,2001,11,F
762,2002,12,N
763,2001,11,F
763,2002,12,F
765,2001,10,F
765,2002,11,F
765,2003,12,R
766,2001,10,F
766,2002,11,N
766,2003,12,F
767,2002,10,F
767,2003,11,F
768,2001,9,N
769,2001,9,N
769,2002,10,N
769,2003,11,N
770,2004,10,N
770,2005,11,F
770,2006,12,N
772,2001,8,N
772,2002,9,N
772,2003,10,N
772,2004,11,N
772,2005,12,N
773,2001,8,F
773,2002,9,F
773,2003,10,F
773,2004,10,F
773,2005,10,F
773,2006,11,F
774,2004,11,R
775,2001,6,F
775,2002,7,F
775,2003,8,F
775,2004,9,R
775,2005,10,F
775,2006,10,F
776,2001,6,F
776,2002,7,F
778,2001,6,R
778,2002,7,F
778,2003,8,F
778,2004,9,F
778,2005,10,F
778,2006,11,F
778,2007,12,F
779,2001,6,F
779,2002,7,N
779,2003,8,N
779,2004,9,N
779,2005,10,N
779,2006,11,N
779,2007,12,F
780,2001,5,F
780,2002,6,F
780,2003,7,F
780,2004,8,F
780,2005,9,F
780,2006,10,F
780,2007,11,F
781,2002,7,F
781,2003,8,F
781,2004,9,F
781,2007,12,N
782,2001,5,F
782,2002,6,F
782,2003,7,F
782,2004,8,F
782,2005,9,F
784,2001,5,F
784,2002,6,F
784,2003,7,R
784,2004,8,F
784,2005,9,F
784,2006,10,F
784,2007,11,R
785,2002,5,F
785,2003,6,F
785,2004,7,F
785,2005,8,N
785,2006,9,F
785,2007,10,F
786,2001,4,R
786,2002,5,F
786,2003,6,F
786,2004,7,F
786,2005,8,N
786,2006,9,F
786,2007,10,F
787,2001,4,F
787,2003,6,F
787,2004,7,F
787,2005,8,R
788,2001,4,F
788,2002,5,R
788,2003,6,F
788,2004,7,F
788,2005,8,R
788,2006,9,F
788,2007,10,F
789,2001,3,R
789,2002,4,F
789,2003,5,F
789,2004,6,F
791,2001,3,F
791,2002,4,F
791,2003,5,F
791,2004,6,F
791,2005,7,F
791,2006,8,F
791,2007,9,R
792,2005,7,N
792,2006,8,N
792,2007,9,N
793,2002,3,F
793,2003,4,F
793,2004,5,F
793,2005,6,F
793,2006,7,F
793,2007,8,R
794,2007,8,F
796,2003,3,F
796,2004,4,F
796,2005,5,F
796,2006,6,F
796,2007,7,F
797,2003,3,F
797,2004,4,F
797,2005,5,F
797,2006,6,F
797,2007,7,F
798,2003,3,F
798,2004,4,F
798,2005,5,F
798,2006,6,F
798,2007,7,R
800,2004,3,F
800,2005,4,F
800,2006,5,F
800,2007,6,F
801,2004,3,F
801,2005,4,F
802,2004,3,F
802,2005,4,F
802,2006,5,R
802,2007,6,F
803,2005,3,N
803,2006,4,N
803,2007,5,N
804,2005,3,R
804,2006,4,F
804,2007,5,R
805,2006,3,N
805,2007,4,N
807,2006,3,F
807,2007,4,R
808,2007,3,F
809,2007,3,R
813,2001,12,F
814,2001,12,F
816,2001,10,F
817,2001,10,N
817,2002,11,N
817,2003,12,N
818,2001,9,F
818,2002,10,F
818,2003,11,R
818,2004,12,F
820,2001,9,F
820,2002,10,F
820,2003,10,F
820,2004,12,F
821,2001,9,N
822,2001,9,N
822,2002,9,F
822,2003,9,F
822,2004,10,F
823,2001,8,F
823,2002,9,N
824,2001,8,R
824,2002,9,F
824,2003,10,N
824,2004,11,N
826,2001,8,F
826,2002,9,F
826,2005,12,F
827,2001,7,F
827,2002,8,F
827,2003,9,N
827,2005,11,F
828,2001,7,R
828,2002,8,F
828,2003,9,F
829,2001,7,F
829,2002,8,F
829,2003,9,F
829,2004,10,R
829,2005,11,R
829,2006,12,F
830,2005,11,N
830,2006,12,N
832,2001,6,F
832,2002,7,F
832,2003,8,F
832,2004,9,R
832,2005,10,R
833,2001,6,F
833,2002,7,F
833,2003,8,F
833,2004,9,R
833,2005,10,F
833,2006,11,F
833,2007,12,F
834,2001,5,F
834,2002,6,F
834,2003,7,F
836,2001,5,F
836,2002,6,F
837,2002,5,R
837,2003,6,F
837,2004,7,N
837,2005,8,F
837,2006,9,R
837,2007,10,F
838,2001,4,F
838,2002,5,F
838,2003,6,R
838,2004,7,F
838,2005,8,F
838,2006,9,N
838,2007,10,F
839,2002,5,F
839,2003,6,F
839,2004,7,F
839,2005,8,R
839,2006,9,R
841,2003,6,F
841,2004,7,R
841,2005,8,R
841,2006,9,F
841,2007,10,F
842,2001,3,F
842,2002,3,F
842,2003,4,R
842,2004,5,F
842,2005,6,F
842,2006,7,N
842,2007,8,F
843,2006,8,R
843,2007,9,F
845,2002,3,F
845,2003,4,R
845,2004,5,F
845,2005,6,F
845,2006,7,F
845,2007,8,F
846,2002,3,F
846,2003,4,R
846,2004,5,F
846,2005,6,R
846,2006,7,R
846,2007,8,F
847,2002,3,N
847,2003,4,N
847,2004,5,N
847,2005,6,N
847,2006,7,N
847,2007,8,N
848,2007,8,F
850,2003,3,N
850,2004,4,N
850,2005,5,N
850,2006,6,N
850,2007,7,N
851,2004,3,R
851,2005,4,R
851,2006,5,F
851,2007,6,R
852,2004,3,F
852,2005,4,R
853,2004,3,N
853,2005,4,F
853,2006,5,F
853,2007,6,R
854,2005,3,N
854,2006,4,F
854,2007,5,F
856,2005,3,F
856,2006,4,F
856,2007,5,N
857,2006,3,R
857,2007,4,F
858,2007,4,F
859,2007,3,F
860,2007,3,N
861,2007,3,R
864,2001,12,F
865,2001,12,F
865,2002,11,F
866,2001,10,N
866,2002,12,N
867,2001,11,F
867,2002,11,N
867,2003,12,F
868,2001,10,F
870,2002,10,F
870,2003,10,F
870,2004,11,N
871,2001,9,N
871,2002,10,F
871,2003,11,N
872,2001,9,N
872,2002,10,F
873,2001,9,F
873,2002,10,F
873,2003,11,F
873,2004,12,F
874,2001,8,R
874,2002,9,F
874,2003,10,F
874,2004,11,F
874,2005,12,F
875,2001,8,F
875,2002,9,F
877,2001,8,F
877,2002,9,F
877,2003,10,F
877,2004,11,N
877,2005,12,F
878,2001,7,F
878,2002,8,F
878,2003,9,F
878,2004,10,F
878,2005,11,N
878,2006,12,F
879,2001,7,F
879,2002,8,F
879,2003,9,R
879,2004,10,R
880,2001,7,F
880,2003,9,R
880,2006,11,R
880,2007,12,F
881,2001,6,R
881,2001,7,R
881,2002,8,F
881,2003,9,F
881,2004,10,R
881,2005,11,F
881,2006,12,F
883,2001,5,N
884,2001,6,R
885,2001,5,F
885,2002,6,F
885,2003,7,F
885,2004,8,F
885,2005,9,F
886,2001,6,F
887,2001,5,F
887,2002,6,N
887,2006,10,N
887,2007,11,F
888,2001,5,F
888,2002,6,F
888,2003,7,F
888,2004,8,F
888,2005,9,R
888,2006,10,F
888,2007,11,R
890,2001,4,R
890,2002,5,R
890,2003,6,F
890,2004,7,R
890,2005,8,F
890,2006,9,R
891,2001,4,F
891,2002,5,F
891,2003,6,F
891,2004,7,F
891,2005,8,R
891,2006,9,F
891,2007,10,F
892,2001,4,F
892,2002,5,N
892,2003,5,F
892,2004,6,F
892,2005,7,F
892,2006,8,F
892,2007,9,F
894,2001,3,F
894,2002,4,F
895,2001,3,F
895,2002,4,F
895,2003,5,F
895,2004,6,R
895,2005,7,R
895,2006,8,F
895,2007,9,F
896,2002,4,F
896,2003,5,F
896,2004,6,F
896,2005,7,F
896,2006,8,F
896,2007,9,R
898,2002,3,F
898,2003,4,F
898,2004,5,N
898,2005,6,N
898,2006,7,N
898,2007,8,N
899,2005,5,F
899,2006,6,F
899,2007,7,F
900,2002,3,F
900,2006,7,F
900,2007,8,F
901,2003,3,F
901,2004,4,F
901,2005,5,F
901,2006,6,F
902,2003,3,F
902,2004,4,F
902,2005,5,F
902,2006,6,R
902,2007,7,F
904,2004,3,N
904,2005,4,N
904,2006,5,N
904,2007,6,N
905,2004,3,F
905,2005,4,R
905,2006,5,F
905,2007,6,F
906,2004,3,F
906,2005,4,F
906,2006,5,F
906,2007,6,F
907,2005,3,F
907,2006,4,F
907,2007,5,R
909,2005,3,F
909,2006,4,R
909,2007,5,F
910,2006,3,N
910,2007,4,F
911,2006,3,F
911,2007,4,F
913,2007,3,F
914,2007,3,N
917,2001,12,F
918,2001,12,F
920,2001,10,F
920,2002,11,F
921,2001,11,F
921,2002,12,N
922,2001,10,F
922,2002,10,F
922,2003,11,F
923,2001,10,N
923,2002,11,F
923,2003,12,N
924,2001,10,R
924,2002,11,F
924,2003,12,F
925,2001,9,F
925,2002,10,R
925,2003,11,F
925,2004,12,F
927,2001,8,F
927,2001,9,F
928,2001,8,R
928,2002,9,F
928,2003,10,F
928,2004,11,N
928,2005,12,F
929,2001,8,N
929,2002,9,N
929,2003,10,N
929,2004,11,N
929,2005,12,N
930,2001,8,F
930,2002,9,F
930,2003,10,F
930,2004,11,F
930,2005,12,F
931,2001,7,F
931,2002,8,R
931,2003,9,F
931,2004,10,R
931,2005,11,F
931,2006,12,N
933,2001,7,F
933,2002,8,F
933,2005,11,F
933,2006,12,R
934,2001,6,R
934,2002,7,F
934,2003,8,F
934,2004,9,R
934,2005,10,F
934,2006,11,N
934,2007,11,N
935,2001,5,F
935,2002,6,F
935,2003,7,F
935,2004,8,F
936,2001,6,F
936,2002,7,F
936,2003,8,F
936,2004,9,F
936,2005,10,F
936,2006,11,N
936,2007,12,N
938,2001,6,R
938,2002,7,F
938,2003,8,R
938,2004,9,F
938,2005,10,F
938,2006,11,F
938,2007,11,F
939,2003,7,R
939,2004,8,F
939,2005,9,N
940,2001,5,R
940,2002,6,R
941,2006,10,N
941,2007,11,N
942,2001,5,R
942,2002,6,F
942,2003,7,N
942,2004,8,F
942,2005,9,F
943,2001,5,F
943,2002,6,F
943,2003,7,F
945,2007,10,F
946,2001,4,N
946,2002,5,N
946,2003,6,N
946,2004,7,F
946,2005,8,R
946,2006,9,F
946,2007,10,N
947,2001,3,F
947,2002,4,F
947,2003,5,R
947,2004,6,F
948,2001,3,F
948,2002,4,R
948,2003,5,F
948,2004,6,F
948,2004,5,F
948,2005,7,F
948,2006,8,F
948,2007,9,F
949,2001,3,R
949,2002,4,F
949,2003,5,F
949,2004,6,F
949,2005,7,R
949,2006,8,F
949,2007,9,F
951,2002,3,F
951,2003,4,F
951,2004,5,F
951,2005,6,F
952,2006,7,F
952,2007,8,F
953,2002,3,F
953,2003,4,F
953,2004,5,R
953,2005,6,R
953,2006,7,F
953,2007,8,F
955,2005,5,F
955,2006,6,F
955,2007,7,N
956,2003,3,F
956,2004,4,N
956,2005,5,F
956,2006,6,N
957,2004,3,F
957,2005,3,F
957,2006,4,R
957,2007,5,F
959,2004,3,F
960,2005,3,R
960,2006,4,R
960,2007,5,F
961,2005,3,F
961,2006,4,F
961,2007,5,F
963,2006,3,N
963,2007,4,F
964,2006,3,N
964,2007,4,N
965,2006,3,N
965,2007,4,N
966,2007,3,F
967,2007,3,N
970,2001,12,N
971,2001,11,F
972,2003,11,N
972,2004,12,N
973,2001,10,N
974,2003,12,F
976,2001,10,F
976,2002,11,F
976,2003,11,F
977,2001,9,N
978,2001,9,F
979,2001,9,F
979,2002,10,R
979,2003,11,F
979,2004,12,F
980,2001,8,F
980,2002,9,F
980,2003,10,F
980,2004,10,F
980,2005,11,F
980,2006,12,F
981,2001,8,N
981,2002,9,N
981,2003,10,N
981,2004,11,N
983,2001,8,F
983,2002,9,F
983,2003,10,R
983,2004,11,N
983,2005,11,F
984,2001,7,F
984,2002,8,F
984,2003,9,F
984,2004,10,F
984,2005,11,F
984,2006,12,F
985,2001,7,F
985,2002,8,R
985,2003,9,F
985,2004,10,F
985,2005,11,F
985,2006,12,F
987,2001,7,F
987,2002,8,N
987,2003,9,N
987,2004,10,N
987,2005,11,N
987,2006,12,N
988,2001,6,N
988,2002,7,N
988,2003,8,N
988,2004,9,N
988,2005,10,N
988,2006,11,N
989,2001,6,F
989,2002,7,N
989,2003,8,F
989,2004,9,N
989,2005,10,F
989,2006,11,N
989,2007,12,N
990,2002,7,F
990,2003,8,R
990,2004,9,F
990,2005,10,F
990,2006,11,R
990,2007,12,F
991,2001,6,N
993,2001,4,N
994,2001,4,F
994,2002,5,F
995,2001,5,F
995,2002,6,F
995,2003,7,F
995,2004,8,R
995,2005,9,F
995,2006,10,F
997,2001,4,F
997,2002,5,F
997,2003,6,F
998,2001,4,N
998,2002,5,R
998,2003,6,R
998,2004,7,F
998,2005,8,F
998,2006,9,F
998,2007,10,F
999,2001,4,R
999,2002,4,F
999,2003,5,N
999,2004,6,F
999,2005,7,N
999,2006,8,N
999,2007,9,F
1000,2004,6,N
1000,2005,7,N
1000,2006,8,N
1000,2007,9,N
1001,2001,3,F
1002,2002,3,F
1004,2002,4,R
1004,2003,5,F
1004,2004,6,N
1004,2005,7,N
1004,2006,8,N
1004,2007,9,N
1005,2002,3,F
1005,2003,4,F
1005,2004,5,F
1005,2005,6,F
1005,2006,7,F
1005,2007,8,F
1006,2002,3,F
1006,2003,4,F
1006,2004,5,F
1006,2005,6,F
1006,2006,7,N
1006,2007,8,N
1007,2002,3,R
1007,2003,4,F
1007,2004,5,N
1007,2005,6,R
1007,2006,7,F
1007,2007,8,F
1008,2003,3,N
1008,2004,4,F
1008,2005,5,F
1008,2006,6,N
1008,2007,7,F
1010,2003,3,F
1010,2004,4,F
1010,2005,5,F
1010,2006,6,F
1010,2007,7,F
1011,2004,3,F
1011,2005,4,F
1011,2006,5,F
1011,2007,6,F
1012,2006,5,N
1012,2007,6,N
1013,2004,3,F
1013,2005,4,F
1013,2006,5,R
1013,2007,6,F
1014,2005,3,F
1014,2006,4,F
1014,2007,5,F
1015,2005,3,F
1015,2006,4,N
1015,2007,5,F
1017,2005,3,R
1017,2006,4,F
1017,2007,5,F
1018,2006,3,R
1018,2007,4,F
1019,2006,3,F
1019,2007,4,F
1020,2007,3,F
1024,2001,11,F
1025,2001,12,N
1027,2001,12,F
1028,2001,10,F
1028,2002,11,R
1028,2003,12,F
1029,2001,10,N
1029,2002,11,F
1029,2003,11,F
1030,2001,10,N
1030,2002,11,N
1030,2003,12,N
1030,2004,12,N
1032,2001,9,F
1033,2001,9,N
1034,2001,8,F
1034,2002,9,F
1034,2003,10,F
1034,2004,11,N
1034,2005,12,F
1035,2001,8,R
1035,2002,9,F
1036,2001,8,N
1036,2002,9,N
1036,2003,10,F
1036,2004,11,N
1036,2005,12,N
1038,2001,7,F
1038,2002,8,F
1039,2001,7,F
1039,2002,8,F
1039,2003,9,F
1039,2004,10,F
1039,2005,11,F
1039,2006,12,R
1040,2001,7,N
1040,2002,8,N
1040,2003,9,N
1041,2003,8,F
1041,2004,9,F
1041,2005,9,F
1041,2006,9,F
1041,2007,10,F
1042,2001,6,F
1042,2002,7,F
1042,2003,8,R
1042,2004,9,N
1042,2005,10,F
1042,2006,11,F
1042,2007,12,F
1044,2001,6,R
1044,2002,7,F
1044,2003,8,F
1044,2004,9,F
1044,2005,10,F
1044,2006,11,R
1044,2007,12,F
1045,2001,5,F
1045,2002,6,F
1045,2003,7,F
1046,2001,5,N
1047,2003,7,N
1047,2004,8,N
1047,2005,9,F
1048,2001,5,N
1048,2002,6,N
1048,2003,7,N
1048,2004,8,N
1048,2005,9,N
1048,2006,10,N
1050,2001,4,F
1050,2002,5,F
1050,2003,6,F
1050,2004,7,F
1050,2005,8,F
1050,2006,9,F
1050,2007,10,F
1051,2001,4,F
1051,2002,5,F
1051,2003,6,F
1051,2004,7,F
1051,2005,8,F
1051,2006,9,N
1052,2001,4,F
1052,2002,5,F
1052,2003,6,F
1052,2004,7,R
1052,2005,8,R
1052,2006,9,N
1052,2007,10,F
1053,2001,4,F
1053,2002,5,R
1053,2003,6,N
1053,2007,10,F
1054,2005,7,F
1054,2006,8,F
1054,2007,9,F
1055,2003,5,N
1057,2002,3,R
1057,2003,4,R
1057,2004,5,F
1057,2005,6,F
1057,2006,7,R
1058,2002,3,F
1059,2002,3,F
1059,2003,4,R
1060,2002,3,F
1060,2003,4,F
1060,2004,5,R
1060,2005,6,F
1060,2006,7,F
1060,2007,8,R
1062,2003,3,F
1062,2004,4,F
1062,2005,5,R
1062,2006,6,F
1062,2007,7,R
1063,2003,3,F
1063,2004,4,F
1063,2005,5,F
1063,2006,6,N
1063,2007,7,F
1064,2004,3,R
1064,2005,4,F
1064,2006,5,N
1064,2007,6,F
1066,2004,3,F
1067,2004,3,F
1067,2005,4,F
1067,2006,5,N
1067,2007,6,F
1068,2005,3,R
1068,2006,4,N
1068,2007,5,R
1069,2005,3,F
1069,2006,4,N
1069,2007,5,F
1070,2005,3,R
1070,2006,4,N
1070,2007,5,F
1072,2007,4,N
1073,2006,3,R
1073,2007,4,R
1074,2007,3,N
1075,2007,3,F
1079,2001,12,F
1080,2001,11,F
1080,2002,12,F
1081,2001,11,F
1081,2002,12,F
1082,2001,10,F
1082,2002,11,F
1083,2001,10,F
1084,2002,11,N
1084,2003,11,R
1085,2001,10,N
1085,2002,10,N
1085,2003,12,F
1086,2001,9,F
1086,2002,10,R
