sid,school_year,grade_level,ever_frpl
557,2001,9,1
557,2002,10,1
557,2003,11,1
557,2004,12,1
558,2001,8,1
558,2002,9,1
558,2005,12,1
559,2001,8,1
559,2002,9,1
559,2003,10,1
559,2004,11,1
559,2005,12,1
560,2001,8,0
560,2002,9,0
560,2003,10,0
560,2004,11,0
560,2006,12,0
561,2003,10,1
561,2004,10,1
561,2005,11,1
561,2006,12,1
562,2001,7,1
562,2002,8,1
562,2003,9,1
564,2001,7,1
564,2002,8,1
564,2003,9,1
564,2004,10,1
564,2005,11,1
564,2006,12,1
565,2001,6,1
565,2002,7,1
565,2003,8,1
565,2004,9,1
565,2006,10,1
566,2001,6,1
566,2002,7,1
566,2003,8,1
566,2004,9,1
566,2005,10,1
568,2002,7,1
568,2003,8,1
568,2004,9,1
568,2005,10,1
568,2006,11,1
568,2007,12,1
569,2001,5,1
569,2002,6,1
569,2003,7,1
569,2004,8,1
569,2005,9,1
569,2006,10,1
570,2001,4,1
571,2001,5,1
572,2001,5,1
572,2002,6,1
572,2003,7,1
572,2004,8,1
572,2005,9,1
572,2006,10,1
572,2007,11,1
573,2001,4,1
573,2002,5,1
573,2003,6,1
573,2004,7,1
573,2005,8,1
573,2006,9,1
573,2007,10,1
574,2001,4,1
574,2002,5,1
574,2003,6,1
574,2004,7,1
574,2005,8,1
574,2006,9,1
574,2007,10,1
576,2001,4,1
576,2002,5,1
576,2003,6,1
576,2004,7,1
576,2005,8,1
576,2006,9,1
576,2007,10,1
577,2007,10,1
578,2001,3,1
578,2002,4,1
578,2003,5,1
578,2004,6,1
578,2005,7,1
578,2006,8,1
578,2007,9,1
579,2003,5,1
579,2004,6,1
579,2006,8,1
579,2007,9,1
581,2003,4,1
581,2004,5,1
581,2005,6,1
581,2006,7,1
581,2007,8,1
582,2002,3,1
582,2003,4,1
582,2004,5,1
582,2005,6,1
582,2006,7,1
582,2007,8,1
583,2003,4,1
583,2004,5,1
583,2005,6,1
583,2006,7,1
583,2007,8,1
585,2003,3,1
585,2004,4,1
585,2005,5,1
585,2006,6,1
585,2007,7,1
586,2003,3,1
586,2004,4,1
586,2006,6,1
586,2007,7,1
587,2003,3,1
587,2004,4,1
587,2005,5,1
587,2006,6,1
587,2007,7,1
588,2004,3,1
588,2005,4,1
588,2006,5,1
588,2007,6,1
589,2004,3,0
589,2005,4,0
589,2006,5,0
589,2007,6,0
591,2003,3,1
591,2004,4,1
591,2005,5,1
591,2007,7,1
592,2007,5,1
593,2005,3,1
593,2006,4,1
593,2007,5,1
594,2005,3,1
594,2006,4,1
596,2007,3,1
597,2006,3,1
597,2007,4,1
598,2007,3,0
599,2007,3,0
600,2001,12,1
602,2001,12,0
604,2001,12,0
605,2001,11,1
605,2002,12,1
606,2001,10,1
606,2002,11,1
606,2003,12,1
607,2002,11,0
607,2003,12,0
608,2001,10,1
608,2002,11,1
608,2003,12,1
609,2001,9,1
609,2002,10,1
609,2003,11,1
609,2004,12,1
610,2001,9,0
610,2002,10,0
610,2003,11,0
610,2004,12,0
612,2002,10,0
612,2003,11,0
612,2004,12,0
613,2001,8,1
613,2002,9,1
613,2003,10,1
613,2004,11,1
613,2005,12,1
614,2001,8,1
614,2002,9,1
615,2003,9,1
617,2003,9,1
617,2004,10,1
617,2005,11,1
617,2006,12,1
618,2001,7,1
618,2002,8,1
618,2003,9,1
619,2001,6,1
619,2002,7,1
619,2003,8,1
619,2004,9,1
619,2005,10,1
619,2006,11,1
619,2007,12,1
620,2001,6,1
621,2002,7,1
621,2003,8,1
621,2004,9,1
621,2005,10,1
621,2006,11,1
621,2007,12,1
623,2004,9,1
623,2005,10,1
623,2006,11,1
623,2007,11,1
624,2001,5,1
624,2002,6,1
624,2003,7,1
624,2004,8,1
624,2005,9,1
625,2001,4,1
625,2002,5,1
625,2004,7,1
625,2005,9,1
626,2001,5,0
626,2002,6,0
626,2003,7,0
626,2004,8,0
626,2005,9,0
626,2006,10,0
626,2007,11,0
628,2001,4,1
628,2002,5,1
628,2003,6,1
628,2004,7,1
628,2005,8,1
628,2006,9,1
629,2001,4,0
629,2002,5,0
629,2003,6,0
629,2004,7,0
629,2005,8,0
629,2006,9,0
629,2007,10,0
630,2001,4,1
630,2002,5,1
630,2003,6,1
630,2004,7,1
630,2005,8,1
630,2006,9,1
630,2007,10,1
631,2001,4,1
631,2002,4,1
631,2003,5,1
632,2001,3,1
632,2002,4,1
632,2003,5,1
632,2004,6,1
632,2005,7,1
632,2006,8,1
632,2007,9,1
634,2004,6,1
634,2005,7,1
634,2006,8,1
634,2007,9,1
635,2001,3,1
635,2002,4,1
635,2003,5,1
636,2002,3,1
636,2003,4,1
636,2004,5,1
636,2007,8,1
638,2002,3,1
638,2003,4,1
638,2004,5,1
638,2005,6,1
638,2006,7,1
638,2007,8,1
639,2002,3,1
639,2003,4,1
640,2003,3,1
640,2004,4,1
640,2005,5,1
640,2006,6,1
640,2007,7,1
642,2003,3,1
642,2004,4,1
642,2005,5,1
642,2006,6,1
642,2007,7,1
643,2004,3,1
643,2005,4,1
643,2006,5,1
643,2007,6,1
644,2005,4,1
644,2006,5,1
644,2007,6,1
645,2004,3,0
645,2005,4,0
645,2006,5,0
645,2007,6,0
646,2005,3,1
646,2006,4,1
646,2007,4,1
647,2006,4,1
648,2005,3,1
648,2006,4,1
648,2007,5,1
650,2007,4,1
651,2006,3,1
651,2007,4,1
652,2007,3,1
653,2007,3,1
656,2001,12,1
657,2001,11,1
657,2002,12,1
658,2001,11,0
658,2002,12,0
659,2002,10,1
659,2003,11,1
659,2004,11,1
660,2001,10,0
660,2002,10,0
662,2001,9,1
663,2004,12,0
664,2001,9,0
664,2002,10,0
664,2003,11,0
664,2004,12,0
665,2001,8,1
665,2002,9,1
665,2003,10,1
665,2004,11,1
665,2005,12,1
666,2001,8,1
666,2002,9,1
666,2003,10,1
666,2004,11,1
666,2005,12,1
667,2001,8,1
667,2002,9,1
667,2003,10,1
667,2004,11,1
667,2005,12,1
668,2001,7,1
668,2002,8,1
668,2003,9,1
668,2004,10,1
668,2005,11,1
668,2006,12,1
670,2001,7,1
670,2002,8,1
671,2001,7,1
672,2001,6,1
672,2002,7,1
672,2003,8,1
672,2004,9,1
674,2001,6,0
674,2002,7,0
674,2003,8,0
674,2004,9,0
674,2005,10,0
674,2006,11,0
674,2007,12,0
675,2002,7,1
675,2003,8,1
675,2004,9,1
675,2005,10,1
675,2006,11,1
675,2007,12,1
676,2001,5,1
676,2002,6,1
676,2003,7,1
676,2004,8,1
676,2005,9,1
676,2006,10,1
676,2007,11,1
677,2004,8,1
678,2003,7,1
678,2004,8,1
678,2005,9,1
678,2006,10,1
678,2007,11,1
680,2001,4,1
680,2002,5,1
680,2003,6,1
681,2001,4,1
681,2002,5,1
681,2003,6,1
681,2004,7,1
681,2005,8,1
681,2006,9,1
681,2007,10,1
682,2001,4,0
682,2002,5,0
682,2003,6,0
682,2004,7,0
682,2005,8,0
682,2006,9,0
682,2007,10,0
683,2001,4,1
683,2002,5,1
683,2003,6,1
683,2004,7,1
683,2005,8,1
683,2006,9,1
683,2007,10,1
684,2001,3,0
684,2002,4,0
685,2003,5,0
687,2005,7,1
688,2002,3,1
688,2003,4,1
688,2004,5,1
688,2005,6,1
688,2006,7,1
688,2007,8,1
689,2002,3,1
689,2003,4,1
689,2004,5,1
689,2005,6,1
689,2006,7,1
689,2007,8,1
691,2003,3,1
691,2004,4,1
691,2005,5,1
691,2006,6,1
691,2007,7,1
692,2002,3,1
692,2003,4,1
692,2004,5,1
692,2005,6,1
693,2003,3,1
693,2004,4,1
693,2005,4,1
693,2006,5,1
693,2007,6,1
694,2004,3,1
694,2005,4,1
694,2006,5,1
694,2007,6,1
696,2004,3,1
696,2005,4,1
696,2006,5,1
696,2007,6,1
697,2004,3,1
698,2005,3,1
699,2005,3,1
699,2006,4,1
699,2007,5,1
700,2005,3,0
700,2006,4,0
700,2007,5,0
702,2006,3,1
702,2007,4,1
703,2007,3,1
704,2007,3,1
705,2007,3,1
707,2001,12,1
708,2001,12,0
710,2001,11,0
710,2002,12,0
711,2001,11,1
712,2001,10,1
712,2002,11,1
712,2003,12,1
713,2001,10,1
713,2002,11,1
713,2003,12,1
715,2001,9,1
716,2001,9,0
717,2001,9,1
717,2002,10,1
718,2001,8,1
718,2002,9,1
718,2003,10,1
718,2004,11,1
718,2005,12,1
719,2001,8,1
719,2002,9,1
719,2003,10,1
719,2004,10,1
719,2005,11,1
720,2001,8,0
720,2002,9,0
720,2003,10,0
720,2004,11,0
720,2005,12,0
721,2001,7,1
721,2002,8,1
721,2003,9,1
723,2001,7,1
723,2002,8,1
723,2006,11,1
724,2001,7,1
724,2002,8,1
724,2003,9,1
724,2004,10,1
724,2005,11,1
724,2006,12,1
725,2001,5,1
725,2002,6,1
725,2003,7,1
725,2004,8,1
725,2005,9,1
725,2006,10,1
725,2007,11,1
727,2001,6,1
727,2002,7,1
727,2004,9,1
727,2005,9,1
727,2006,9,1
727,2007,11,1
728,2001,6,1
728,2002,7,1
728,2003,8,1
728,2004,9,1
728,2005,10,1
728,2006,10,1
729,2001,5,1
729,2002,6,1
729,2003,7,1
729,2004,8,1
729,2005,9,1
729,2006,10,1
729,2007,11,1
730,2001,5,0
730,2002,6,0
730,2003,7,0
730,2004,8,0
730,2005,9,0
730,2006,10,0
730,2007,11,0
731,2001,5,1
731,2002,6,1
731,2004,8,1
731,2005,9,1
731,2006,10,1
733,2006,10,1
733,2007,11,1
734,2001,4,1
734,2002,5,1
734,2003,6,1
734,2004,7,1
734,2005,8,1
734,2006,9,1
734,2007,10,1
735,2001,3,1
735,2002,4,1
735,2006,8,1
735,2007,9,1
737,2001,3,1
737,2002,4,1
738,2001,4,1
738,2002,5,1
738,2003,6,1
738,2004,7,1
738,2005,8,1
738,2006,9,1
739,2001,3,1
739,2002,4,1
739,2003,5,1
739,2004,6,1
739,2005,7,1
739,2006,8,1
739,2007,9,1
740,2004,5,1
742,2002,3,1
742,2003,4,1
742,2004,5,1
742,2005,6,1
742,2007,8,1
743,2002,3,1
743,2003,4,1
743,2004,5,1
743,2005,6,1
743,2006,7,1
743,2007,8,1
744,2003,3,1
744,2004,4,1
744,2005,5,1
744,2006,6,1
744,2007,7,1
745,2003,3,1
745,2004,4,1
745,2005,5,1
745,2006,6,1
745,2007,7,1
746,2003,3,1
747,2003,3,1
747,2004,4,1
749,2004,3,1
749,2005,4,1
749,2006,5,1
749,2007,6,1
750,2004,3,1
750,2005,4,1
750,2006,5,1
750,2007,6,1
751,2005,3,1
751,2006,4,1
751,2007,5,1
752,2006,3,1
752,2007,5,1
754,2006,3,0
754,2007,4,0
755,2006,3,1
755,2007,4,1
756,2007,3,0
757,2007,3,1
758,2007,3,0
761,2001,10,1
761,2002,11,1
762,2001,11,1
762,2002,12,1
763,2001,11,1
763,2002,12,1
765,2001,10,1
765,2002,11,1
765,2003,12,1
766,2001,10,1
766,2002,11,1
766,2003,12,1
767,2002,10,1
767,2003,11,1
768,2001,9,0
769,2001,9,0
769,2002,10,0
769,2003,11,0
770,2004,10,1
770,2005,11,1
770,2006,12,1
772,2001,8,0
772,2002,9,0
772,2003,10,0
772,2004,11,0
772,2005,12,0
773,2001,8,1
773,2002,9,1
773,2003,10,1
773,2004,10,1
773,2005,10,1
773,2006,11,1
774,2004,11,1
775,2001,6,1
775,2002,7,1
775,2003,8,1
775,2004,9,1
775,2005,10,1
775,2006,10,1
776,2001,6,1
776,2002,7,1
778,2001,6,1
778,2002,7,1
778,2003,8,1
778,2004,9,1
778,2005,10,1
778,2006,11,1
778,2007,12,1
779,2001,6,1
779,2002,7,1
779,2003,8,1
779,2004,9,1
779,2005,10,1
779,2006,11,1
779,2007,12,1
780,2001,5,1
780,2002,6,1
780,2003,7,1
780,2004,8,1
780,2005,9,1
780,2006,10,1
780,2007,11,1
781,2002,7,1
781,2003,8,1
781,2004,9,1
781,2007,12,1
782,2001,5,1
782,2002,6,1
782,2003,7,1
782,2004,8,1
782,2005,9,1
784,2001,5,1
784,2002,6,1
784,2003,7,1
784,2004,8,1
784,2005,9,1
784,2006,10,1
784,2007,11,1
785,2002,5,1
785,2003,6,1
785,2004,7,1
785,2005,8,1
785,2006,9,1
785,2007,10,1
786,2001,4,1
786,2002,5,1
786,2003,6,1
786,2004,7,1
786,2005,8,1
786,2006,9,1
786,2007,10,1
787,2001,4,1
787,2003,6,1
787,2004,7,1
787,2005,8,1
788,2001,4,1
788,2002,5,1
788,2003,6,1
788,2004,7,1
788,2005,8,1
788,2006,9,1
788,2007,10,1
789,2001,3,1
789,2002,4,1
789,2003,5,1
789,2004,6,1
791,2001,3,1
791,2002,4,1
791,2003,5,1
791,2004,6,1
791,2005,7,1
791,2006,8,1
791,2007,9,1
792,2005,7,0
792,2006,8,0
792,2007,9,0
793,2002,3,1
793,2003,4,1
793,2004,5,1
793,2005,6,1
793,2006,7,1
793,2007,8,1
794,2007,8,1
796,2003,3,1
796,2004,4,1
796,2005,5,1
796,2006,6,1
796,2007,7,1
797,2003,3,1
797,2004,4,1
797,2005,5,1
797,2006,6,1
797,2007,7,1
798,2003,3,1
798,2004,4,1
798,2005,5,1
798,2006,6,1
798,2007,7,1
800,2004,3,1
800,2005,4,1
800,2006,5,1
800,2007,6,1
801,2004,3,1
801,2005,4,1
802,2004,3,1
802,2005,4,1
802,2006,5,1
802,2007,6,1
803,2005,3,0
803,2006,4,0
803,2007,5,0
804,2005,3,1
804,2006,4,1
804,2007,5,1
805,2006,3,0
805,2007,4,0
807,2006,3,1
807,2007,4,1
808,2007,3,1
809,2007,3,1
813,2001,12,1
814,2001,12,1
816,2001,10,1
817,2001,10,0
817,2002,11,0
817,2003,12,0
818,2001,9,1
818,2002,10,1
818,2003,11,1
818,2004,12,1
820,2001,9,1
820,2002,10,1
820,2003,10,1
820,2004,12,1
821,2001,9,0
822,2001,9,1
822,2002,9,1
822,2003,9,1
822,2004,10,1
823,2001,8,1
823,2002,9,1
824,2001,8,1
824,2002,9,1
824,2003,10,1
824,2004,11,1
826,2001,8,1
826,2002,9,1
826,2005,12,1
827,2001,7,1
827,2002,8,1
827,2003,9,1
827,2005,11,1
828,2001,7,1
828,2002,8,1
828,2003,9,1
829,2001,7,1
829,2002,8,1
829,2003,9,1
829,2004,10,1
829,2005,11,1
829,2006,12,1
830,2005,11,0
830,2006,12,0
832,2001,6,1
832,2002,7,1
832,2003,8,1
832,2004,9,1
832,2005,10,1
833,2001,6,1
833,2002,7,1
833,2003,8,1
833,2004,9,1
833,2005,10,1
833,2006,11,1
833,2007,12,1
834,2001,5,1
834,2002,6,1
834,2003,7,1
836,2001,5,1
836,2002,6,1
837,2002,5,1
837,2003,6,1
837,2004,7,1
837,2005,8,1
837,2006,9,1
837,2007,10,1
838,2001,4,1
838,2002,5,1
838,2003,6,1
838,2004,7,1
838,2005,8,1
838,2006,9,1
838,2007,10,1
839,2002,5,1
839,2003,6,1
839,2004,7,1
839,2005,8,1
839,2006,9,1
841,2003,6,1
841,2004,7,1
841,2005,8,1
841,2006,9,1
841,2007,10,1
842,2001,3,1
842,2002,3,1
842,2003,4,1
842,2004,5,1
842,2005,6,1
842,2006,7,1
842,2007,8,1
843,2006,8,1
843,2007,9,1
845,2002,3,1
845,2003,4,1
845,2004,5,1
845,2005,6,1
845,2006,7,1
845,2007,8,1
846,2002,3,1
846,2003,4,1
846,2004,5,1
846,2005,6,1
846,2006,7,1
846,2007,8,1
847,2002,3,0
847,2003,4,0
847,2004,5,0
847,2005,6,0
847,2006,7,0
847,2007,8,0
848,2007,8,1
850,2003,3,0
850,2004,4,0
850,2005,5,0
850,2006,6,0
850,2007,7,0
851,2004,3,1
851,2005,4,1
851,2006,5,1
851,2007,6,1
852,2004,3,1
852,2005,4,1
853,2004,3,1
853,2005,4,1
853,2006,5,1
853,2007,6,1
854,2005,3,1
854,2006,4,1
854,2007,5,1
856,2005,3,1
856,2006,4,1
856,2007,5,1
857,2006,3,1
857,2007,4,1
858,2007,4,1
859,2007,3,1
860,2007,3,0
861,2007,3,1
864,2001,12,1
865,2001,12,1
865,2002,11,1
866,2001,10,0
866,2002,12,0
867,2001,11,1
867,2002,11,1
867,2003,12,1
868,2001,10,1
870,2002,10,1
870,2003,10,1
870,2004,11,1
871,2001,9,1
871,2002,10,1
871,2003,11,1
872,2001,9,1
872,2002,10,1
873,2001,9,1
873,2002,10,1
873,2003,11,1
873,2004,12,1
874,2001,8,1
874,2002,9,1
874,2003,10,1
874,2004,11,1
874,2005,12,1
875,2001,8,1
875,2002,9,1
877,2001,8,1
877,2002,9,1
877,2003,10,1
877,2004,11,1
877,2005,12,1
878,2001,7,1
878,2002,8,1
878,2003,9,1
878,2004,10,1
878,2005,11,1
878,2006,12,1
879,2001,7,1
879,2002,8,1
879,2003,9,1
879,2004,10,1
880,2001,7,1
880,2003,9,1
880,2006,11,1
880,2007,12,1
881,2001,7,1
881,2002,8,1
881,2003,9,1
881,2004,10,1
881,2005,11,1
881,2006,12,1
883,2001,5,0
884,2001,6,1
885,2001,5,1
885,2002,6,1
885,2003,7,1
885,2004,8,1
885,2005,9,1
886,2001,6,1
887,2001,5,1
887,2002,6,1
887,2006,10,1
887,2007,11,1
888,2001,5,1
888,2002,6,1
888,2003,7,1
888,2004,8,1
888,2005,9,1
888,2006,10,1
888,2007,11,1
890,2001,4,1
890,2002,5,1
890,2003,6,1
890,2004,7,1
890,2005,8,1
890,2006,9,1
891,2001,4,1
891,2002,5,1
891,2003,6,1
891,2004,7,1
891,2005,8,1
891,2006,9,1
891,2007,10,1
892,2001,4,1
892,2002,5,1
892,2003,5,1
892,2004,6,1
892,2005,7,1
892,2006,8,1
892,2007,9,1
894,2001,3,1
894,2002,4,1
895,2001,3,1
895,2002,4,1
895,2003,5,1
895,2004,6,1
895,2005,7,1
895,2006,8,1
895,2007,9,1
896,2002,4,1
896,2003,5,1
896,2004,6,1
896,2005,7,1
896,2006,8,1
896,2007,9,1
898,2002,3,1
898,2003,4,1
898,2004,5,1
898,2005,6,1
898,2006,7,1
898,2007,8,1
899,2005,5,1
899,2006,6,1
899,2007,7,1
900,2002,3,1
900,2006,7,1
900,2007,8,1
901,2003,3,1
901,2004,4,1
901,2005,5,1
901,2006,6,1
902,2003,3,1
902,2004,4,1
902,2005,5,1
902,2006,6,1
902,2007,7,1
904,2004,3,0
904,2005,4,0
904,2006,5,0
904,2007,6,0
905,2004,3,1
905,2005,4,1
905,2006,5,1
905,2007,6,1
906,2004,3,1
906,2005,4,1
906,2006,5,1
906,2007,6,1
907,2005,3,1
907,2006,4,1
907,2007,5,1
909,2005,3,1
909,2006,4,1
909,2007,5,1
910,2006,3,1
910,2007,4,1
911,2006,3,1
911,2007,4,1
913,2007,3,1
914,2007,3,0
917,2001,12,1
918,2001,12,1
920,2001,10,1
920,2002,11,1
921,2001,11,1
921,2002,12,1
922,2001,10,1
922,2002,10,1
922,2003,11,1
923,2001,10,1
923,2002,11,1
923,2003,12,1
924,2001,10,1
924,2002,11,1
924,2003,12,1
925,2001,9,1
925,2002,10,1
925,2003,11,1
925,2004,12,1
927,2001,9,1
928,2001,8,1
928,2002,9,1
928,2003,10,1
928,2004,11,1
928,2005,12,1
929,2001,8,0
929,2002,9,0
929,2003,10,0
929,2004,11,0
929,2005,12,0
930,2001,8,1
930,2002,9,1
930,2003,10,1
930,2004,11,1
930,2005,12,1
931,2001,7,1
931,2002,8,1
931,2003,9,1
931,2004,10,1
931,2005,11,1
931,2006,12,1
933,2001,7,1
933,2002,8,1
933,2005,11,1
933,2006,12,1
934,2001,6,1
934,2002,7,1
934,2003,8,1
934,2004,9,1
934,2005,10,1
934,2006,11,1
934,2007,11,1
935,2001,5,1
935,2002,6,1
935,2003,7,1
935,2004,8,1
936,2001,6,1
936,2002,7,1
936,2003,8,1
936,2004,9,1
936,2005,10,1
936,2006,11,1
936,2007,12,1
938,2001,6,1
938,2002,7,1
938,2003,8,1
938,2004,9,1
938,2005,10,1
938,2006,11,1
938,2007,11,1
939,2003,7,1
939,2004,8,1
939,2005,9,1
940,2001,5,1
940,2002,6,1
941,2006,10,0
941,2007,11,0
942,2001,5,1
942,2002,6,1
942,2003,7,1
942,2004,8,1
942,2005,9,1
943,2001,5,1
943,2002,6,1
943,2003,7,1
945,2007,10,1
946,2001,4,1
946,2002,5,1
946,2003,6,1
946,2004,7,1
946,2005,8,1
946,2006,9,1
946,2007,10,1
947,2001,3,1
947,2002,4,1
947,2003,5,1
947,2004,6,1
948,2001,3,1
948,2002,4,1
948,2003,5,1
948,2004,6,1
948,2005,7,1
948,2006,8,1
948,2007,9,1
949,2001,3,1
949,2002,4,1
949,2003,5,1
949,2004,6,1
949,2005,7,1
949,2006,8,1
949,2007,9,1
951,2002,3,1
951,2003,4,1
951,2004,5,1
951,2005,6,1
952,2006,7,1
952,2007,8,1
953,2002,3,1
953,2003,4,1
953,2004,5,1
953,2005,6,1
953,2006,7,1
953,2007,8,1
955,2005,5,1
955,2006,6,1
955,2007,7,1
956,2003,3,1
956,2004,4,1
956,2005,5,1
956,2006,6,1
957,2004,3,1
957,2005,3,1
957,2006,4,1
957,2007,5,1
959,2004,3,1
960,2005,3,1
960,2006,4,1
960,2007,5,1
961,2005,3,1
961,2006,4,1
961,2007,5,1
963,2006,3,1
963,2007,4,1
964,2006,3,0
964,2007,4,0
965,2006,3,0
965,2007,4,0
966,2007,3,1
967,2007,3,0
970,2001,12,0
971,2001,11,1
972,2003,11,0
972,2004,12,0
973,2001,10,0
974,2003,12,1
976,2001,10,1
976,2002,11,1
976,2003,11,1
977,2001,9,0
978,2001,9,1
979,2001,9,1
979,2002,10,1
979,2003,11,1
979,2004,12,1
980,2001,8,1
980,2002,9,1
980,2003,10,1
980,2004,10,1
980,2005,11,1
980,2006,12,1
981,2001,8,0
981,2002,9,0
981,2003,10,0
981,2004,11,0
983,2001,8,1
983,2002,9,1
983,2003,10,1
983,2004,11,1
983,2005,11,1
984,2001,7,1
984,2002,8,1
984,2003,9,1
984,2004,10,1
984,2005,11,1
984,2006,12,1
985,2001,7,1
985,2002,8,1
985,2003,9,1
985,2004,10,1
985,2005,11,1
985,2006,12,1
987,2001,7,1
987,2002,8,1
987,2003,9,1
987,2004,10,1
987,2005,11,1
987,2006,12,1
988,2001,6,0
988,2002,7,0
988,2003,8,0
988,2004,9,0
988,2005,10,0
988,2006,11,0
989,2001,6,1
989,2002,7,1
989,2003,8,1
989,2004,9,1
989,2005,10,1
989,2006,11,1
989,2007,12,1
990,2002,7,1
990,2003,8,1
990,2004,9,1
990,2005,10,1
990,2006,11,1
990,2007,12,1
991,2001,6,0
993,2001,4,0
994,2001,4,1
994,2002,5,1
995,2001,5,1
995,2002,6,1
995,2003,7,1
995,2004,8,1
995,2005,9,1
995,2006,10,1
997,2001,4,1
997,2002,5,1
997,2003,6,1
998,2001,4,1
998,2002,5,1
998,2003,6,1
998,2004,7,1
998,2005,8,1
998,2006,9,1
998,2007,10,1
999,2001,4,1
999,2002,4,1
999,2003,5,1
999,2004,6,1
999,2005,7,1
999,2006,8,1
999,2007,9,1
1000,2004,6,0
1000,2005,7,0
1000,2006,8,0
1000,2007,9,0
1001,2001,3,1
1002,2002,3,1
1004,2002,4,1
1004,2003,5,1
1004,2004,6,1
1004,2005,7,1
1004,2006,8,1
1004,2007,9,1
1005,2002,3,1
1005,2003,4,1
1005,2004,5,1
1005,2005,6,1
1005,2006,7,1
1005,2007,8,1
1006,2002,3,1
1006,2003,4,1
1006,2004,5,1
1006,2005,6,1
1006,2006,7,1
1006,2007,8,1
1007,2002,3,1
1007,2003,4,1
1007,2004,5,1
1007,2005,6,1
1007,2006,7,1
1007,2007,8,1
1008,2003,3,1
1008,2004,4,1
1008,2005,5,1
1008,2006,6,1
1008,2007,7,1
1010,2003,3,1
1010,2004,4,1
1010,2005,5,1
1010,2006,6,1
1010,2007,7,1
1011,2004,3,1
1011,2005,4,1
1011,2006,5,1
1011,2007,6,1
1012,2006,5,0
1012,2007,6,0
1013,2004,3,1
1013,2005,4,1
1013,2006,5,1
1013,2007,6,1
1014,2005,3,1
1014,2006,4,1
1014,2007,5,1
1015,2005,3,1
1015,2006,4,1
1015,2007,5,1
1017,2005,3,1
1017,2006,4,1
1017,2007,5,1
1018,2006,3,1
1018,2007,4,1
1019,2006,3,1
1019,2007,4,1
1020,2007,3,1
1024,2001,11,1
1025,2001,12,0
1027,2001,12,1
1028,2001,10,1
1028,2002,11,1
1028,2003,12,1
1029,2001,10,1
1029,2002,11,1
1029,2003,11,1
1030,2001,10,0
1030,2002,11,0
1030,2003,12,0
1030,2004,12,0
1032,2001,9,1
1033,2001,9,0
1034,2001,8,1
1034,2002,9,1
1034,2003,10,1
1034,2004,11,1
1034,2005,12,1
1035,2001,8,1
1035,2002,9,1
1036,2001,8,1
1036,2002,9,1
1036,2003,10,1
1036,2004,11,1
1036,2005,12,1
1038,2001,7,1
1038,2002,8,1
1039,2001,7,1
1039,2002,8,1
1039,2003,9,1
1039,2004,10,1
1039,2005,11,1
1039,2006,12,1
1040,2001,7,0
1040,2002,8,0
1040,2003,9,0
1041,2003,8,1
1041,2004,9,1
1041,2005,9,1
1041,2006,9,1
1041,2007,10,1
1042,2001,6,1
1042,2002,7,1
1042,2003,8,1
1042,2004,9,1
1042,2005,10,1
1042,2006,11,1
1042,2007,12,1
1044,2001,6,1
1044,2002,7,1
1044,2003,8,1
1044,2004,9,1
1044,2005,10,1
1044,2006,11,1
1044,2007,12,1
1045,2001,5,1
1045,2002,6,1
1045,2003,7,1
1046,2001,5,0
1047,2003,7,1
1047,2004,8,1
1047,2005,9,1
1048,2001,5,0
1048,2002,6,0
1048,2003,7,0
1048,2004,8,0
1048,2005,9,0
1048,2006,10,0
1050,2001,4,1
1050,2002,5,1
1050,2003,6,1
1050,2004,7,1
1050,2005,8,1
1050,2006,9,1
1050,2007,10,1
1051,2001,4,1
1051,2002,5,1
1051,2003,6,1
1051,2004,7,1
1051,2005,8,1
1051,2006,9,1
1052,2001,4,1
1052,2002,5,1
1052,2003,6,1
1052,2004,7,1
1052,2005,8,1
1052,2006,9,1
1052,2007,10,1
1053,2001,4,1
1053,2002,5,1
1053,2003,6,1
1053,2007,10,1
1054,2005,7,1
1054,2006,8,1
1054,2007,9,1
1055,2003,5,0
1057,2002,3,1
1057,2003,4,1
1057,2004,5,1
1057,2005,6,1
1057,2006,7,1
1058,2002,3,1
1059,2002,3,1
1059,2003,4,1
1060,2002,3,1
1060,2003,4,1
1060,2004,5,1
1060,2005,6,1
1060,2006,7,1
1060,2007,8,1
1062,2003,3,1
1062,2004,4,1
1062,2005,5,1
1062,2006,6,1
1062,2007,7,1
1063,2003,3,1
1063,2004,4,1
1063,2005,5,1
1063,2006,6,1
1063,2007,7,1
1064,2004,3,1
1064,2005,4,1
1064,2006,5,1
1064,2007,6,1
1066,2004,3,1
1067,2004,3,1
1067,2005,4,1
1067,2006,5,1
1067,2007,6,1
1068,2005,3,1
1068,2006,4,1
1068,2007,5,1
1069,2005,3,1
1069,2006,4,1
1069,2007,5,1
1070,2005,3,1
1070,2006,4,1
1070,2007,5,1
1072,2007,4,0
1073,2006,3,1
1073,2007,4,1
1074,2007,3,0
1075,2007,3,1
1079,2001,12,1
1080,2001,11,1
1080,2002,12,1
1081,2001,11,1
1081,2002,12,1
1082,2001,10,1
1082,2002,11,1
1083,2001,10,1
1084,2002,11,1
1084,2003,11,1
1085,2001,10,1
1085,2002,10,1
1085,2003,12,1
1086,2001,9,1
1086,2002,10,1
1086,2003,11,1
1086,2004,11,1
1087,2001,9,0
1087,2002,10,0
1087,2003,11,0
1087,2004,12,0
1089,2002,9,1
1089,2003,10,1
1089,2004,11,1
1089,2005,12,1
