sid,school_year,race_ethnicity
665,2005,B
665,2006,B
666,2001,B
666,2002,B
666,2003,B
666,2004,B
666,2005,B
666,2006,B
667,2001,W
667,2002,W
667,2003,W
667,2004,W
667,2005,W
667,2006,W
668,2001,B
668,2002,B
668,2003,B
668,2004,B
668,2005,B
668,2006,B
668,2007,B
670,2001,B
670,2002,B
671,2001,B
672,2001,B
672,2002,B
672,2003,B
672,2004,B
674,2001,B
674,2002,B
674,2003,B
674,2004,B
674,2005,B
674,2006,B
674,2007,B
675,2002,H
675,2003,H
675,2004,H
675,2005,H
675,2006,H
675,2007,H
676,2001,B
676,2002,B
676,2003,B
676,2004,B
676,2005,B
676,2006,B
676,2007,B
677,2004,H
678,2003,B
678,2004,B
678,2005,B
678,2006,B
678,2007,B
680,2001,B
680,2002,B
680,2003,B
681,2001,B
681,2002,B
681,2003,B
681,2004,B
681,2005,B
681,2006,B
681,2007,B
682,2001,W
682,2002,W
682,2003,W
682,2004,W
682,2005,W
682,2006,W
682,2007,W
683,2001,H
683,2002,H
683,2003,H
683,2004,H
683,2005,H
683,2006,H
683,2007,H
684,2001,W
684,2002,W
685,2003,B
687,2005,B
688,2002,B
688,2003,B
688,2004,B
688,2005,B
688,2006,B
688,2007,B
689,2002,B
689,2003,B
689,2004,B
689,2005,B
689,2006,B
689,2007,B
691,2003,B
691,2004,B
691,2005,B
691,2006,B
691,2007,B
692,2002,H
692,2003,H
692,2004,H
692,2005,H
693,2003,B
693,2004,B
693,2005,B
693,2006,B
693,2007,B
694,2004,B
694,2005,B
694,2006,B
694,2007,B
696,2004,B
696,2005,B
696,2006,B
696,2007,B
697,2004,H
698,2005,B
699,2005,B
699,2006,B
699,2007,B
700,2005,A
700,2006,A
700,2007,A
702,2006,B
702,2007,B
703,2007,B
704,2007,H
705,2007,W
706,2001,A
707,2001,B
707,2002,B
708,2001,A
710,2001,A
710,2002,A
711,2001,B
712,2001,B
712,2002,B
712,2003,B
712,2004,B
713,2001,B
713,2002,B
713,2003,B
713,2004,B
715,2001,H
716,2001,B
717,2001,H
717,2002,H
718,2001,H
718,2002,H
718,2003,H
718,2004,H
718,2005,H
718,2006,H
719,2001,B
719,2002,B
719,2003,B
719,2004,B
719,2005,B
719,2006,B
720,2001,A
720,2002,A
720,2003,A
720,2004,A
720,2005,A
721,2001,B
721,2002,B
721,2003,B
723,2001,B
723,2002,B
723,2006,B
724,2001,B
724,2002,B
724,2003,B
724,2004,B
724,2005,B
724,2006,B
724,2007,B
725,2001,B
725,2002,B
725,2003,B
725,2004,B
725,2005,B
725,2006,B
725,2007,B
727,2001,B
727,2002,B
727,2004,B
727,2005,B
727,2006,B
727,2007,B
728,2001,B
728,2002,B
728,2003,B
728,2004,B
728,2005,B
728,2006,B
729,2001,A
729,2002,A
729,2003,A
729,2004,A
729,2005,A
729,2006,A
729,2007,A
730,2001,W
730,2002,W
730,2003,W
730,2004,W
730,2005,W
730,2006,W
730,2007,W
731,2001,B
731,2002,B
731,2004,B
731,2005,B
731,2006,B
733,2006,B
733,2007,B
734,2001,B
734,2002,B
734,2003,B
734,2004,B
734,2005,B
734,2006,B
734,2007,B
735,2001,B
735,2002,B
735,2006,B
735,2007,B
737,2001,B
737,2002,B
738,2001,M/O
738,2002,NA
738,2003,NA
738,2004,NA
738,2005,NA
738,2006,M/O
739,2001,B
739,2002,B
739,2003,B
739,2004,B
739,2005,B
739,2006,B
739,2007,B
740,2004,B
742,2002,B
742,2003,B
742,2004,B
742,2005,B
742,2007,B
743,2002,W
743,2003,W
743,2004,W
743,2005,W
743,2006,W
743,2007,W
744,2003,B
744,2004,B
744,2005,B
744,2006,B
744,2007,B
745,2003,B
745,2004,B
745,2005,B
745,2006,B
745,2007,B
746,2003,H
747,2003,H
747,2004,H
749,2004,A
749,2005,A
749,2006,A
749,2007,A
750,2004,B
750,2005,B
750,2006,B
750,2007,B
751,2005,B
751,2006,B
751,2007,B
752,2006,B
752,2007,B
754,2006,A
754,2007,A
755,2006,B
755,2007,B
756,2007,A
757,2007,B
758,2007,B
759,2001,A
761,2001,B
761,2002,B
762,2001,B
762,2002,B
762,2003,B
763,2001,B
763,2002,B
765,2001,B
765,2002,B
765,2003,B
765,2004,B
766,2001,W
766,2002,W
766,2003,W
766,2004,W
767,2002,B
767,2003,B
768,2001,W
769,2001,A
769,2002,A
769,2003,A
770,2004,B
770,2005,B
770,2006,B
770,2007,B
772,2001,H
772,2002,H
772,2003,H
772,2004,H
772,2005,H
772,2006,H
773,2001,B
773,2002,B
773,2003,B
773,2004,B
773,2005,B
773,2006,B
774,2004,B
775,2001,A
775,2002,A
775,2003,A
775,2004,A
775,2005,A
775,2006,A
776,2001,B
776,2002,B
778,2001,B
778,2002,B
778,2003,B
778,2004,B
778,2005,B
778,2006,B
778,2007,B
779,2001,H
779,2002,H
779,2003,H
779,2004,H
779,2005,H
779,2006,H
779,2007,H
780,2001,B
780,2002,B
780,2003,B
780,2004,B
780,2005,B
780,2006,B
780,2007,B
781,2002,A
781,2003,A
781,2004,A
781,2007,A
782,2001,B
782,2002,B
782,2003,B
782,2004,B
782,2005,B
784,2001,B
784,2002,B
784,2003,B
784,2004,B
784,2005,B
784,2006,B
784,2007,B
785,2002,W
785,2003,W
785,2004,W
785,2005,W
785,2006,W
785,2007,W
786,2001,B
786,2002,B
786,2003,B
786,2004,B
786,2005,B
786,2006,B
786,2007,B
787,2001,H
787,2003,H
787,2004,H
787,2005,H
788,2001,H
788,2002,H
788,2003,H
788,2004,H
788,2005,H
788,2006,H
788,2007,H
789,2001,B
789,2002,B
789,2003,B
789,2004,B
791,2001,B
791,2002,B
791,2003,B
791,2004,B
791,2005,B
791,2006,B
791,2007,B
792,2005,B
792,2006,B
792,2007,B
793,2002,B
793,2003,B
793,2004,B
793,2005,B
793,2006,B
793,2007,B
794,2007,H
796,2003,B
796,2004,B
796,2005,B
796,2006,B
796,2007,B
797,2003,B
797,2004,B
797,2005,B
797,2006,B
797,2007,B
798,2003,B
798,2004,B
798,2005,B
798,2006,B
798,2007,B
800,2004,B
800,2005,B
800,2006,B
800,2007,B
801,2004,W
801,2005,W
802,2004,B
802,2005,B
802,2006,B
802,2007,B
803,2005,A
803,2006,A
803,2007,A
804,2005,B
804,2006,B
804,2007,B
805,2006,W
805,2007,W
807,2006,B
807,2007,B
808,2007,B
809,2007,B
811,2001,H
812,2001,B
813,2001,B
813,2002,B
814,2001,B
814,2002,B
816,2001,B
817,2001,B
817,2002,B
817,2003,B
817,2004,B
818,2001,B
818,2002,B
818,2003,B
818,2004,B
820,2001,A
820,2002,A
820,2003,A
820,2004,A
821,2001,A
822,2001,B
822,2002,B
822,2003,B
822,2004,B
822,2005,B
823,2001,B
823,2002,B
824,2001,B
824,2002,B
824,2003,B
824,2004,B
826,2001,B
826,2002,B
826,2005,B
827,2001,B
827,2002,B
827,2003,B
827,2005,B
828,2001,H
828,2002,H
828,2003,H
829,2001,B
829,2002,B
829,2003,B
829,2004,B
829,2005,B
829,2006,B
829,2007,B
830,2005,W
830,2006,W
830,2007,W
832,2001,B
832,2002,B
832,2003,B
832,2004,B
832,2005,B
833,2001,B
833,2002,B
833,2003,B
833,2004,B
833,2005,B
833,2006,B
833,2007,B
834,2001,B
834,2002,B
834,2003,B
836,2001,B
836,2002,B
837,2002,W
837,2003,W
837,2004,W
837,2005,W
837,2006,W
837,2007,W
838,2001,B
838,2002,B
838,2003,B
838,2004,B
838,2005,B
838,2006,B
838,2007,B
839,2002,B
839,2003,B
839,2004,B
839,2005,B
839,2006,B
841,2003,B
841,2004,B
841,2005,B
841,2006,B
841,2007,B
842,2001,B
842,2002,B
842,2003,B
842,2004,B
842,2005,B
842,2006,B
842,2007,B
843,2006,B
843,2007,B
845,2002,B
845,2003,B
845,2004,B
845,2005,B
845,2006,B
845,2007,B
846,2002,B
846,2003,B
846,2004,B
846,2005,B
846,2006,B
846,2007,B
847,2002,A
847,2003,A
847,2004,A
847,2005,A
847,2006,A
847,2007,A
848,2007,B
850,2003,B
850,2004,B
850,2005,B
850,2006,B
850,2007,B
851,2004,B
851,2005,B
851,2006,B
851,2007,B
852,2004,W
852,2005,W
853,2004,B
853,2005,B
853,2006,B
853,2007,B
854,2005,W
854,2006,W
854,2007,W
856,2005,A
856,2006,A
856,2007,A
857,2006,B
857,2007,B
858,2007,H
859,2007,B
860,2007,W
861,2007,B
862,2001,H
864,2001,B
864,2002,B
865,2001,B
865,2002,B
866,2001,H
866,2002,H
867,2001,B
867,2002,B
867,2003,B
868,2001,H
870,2002,B
870,2003,B
870,2004,B
870,2005,B
871,2001,H
871,2002,H
871,2003,H
872,2001,H
872,2002,H
873,2001,B
873,2002,B
873,2003,B
873,2004,B
874,2001,B
874,2002,B
874,2003,B
874,2004,B
874,2005,B
874,2006,B
875,2001,W
875,2002,W
877,2001,B
877,2002,B
877,2003,B
877,2004,B
877,2005,B
877,2006,B
878,2001,B
878,2002,B
878,2003,B
878,2004,B
878,2005,B
878,2006,B
878,2007,B
879,2001,H
879,2002,H
879,2003,H
879,2004,H
880,2001,B
880,2003,B
880,2006,B
880,2007,B
881,2001,H
881,2002,H
881,2003,H
881,2004,H
881,2005,H
881,2006,H
881,2007,H
883,2001,W
884,2001,B
885,2001,B
885,2002,B
885,2003,B
885,2004,B
885,2005,B
886,2001,H
887,2001,H
887,2002,H
887,2006,H
887,2007,H
888,2001,B
888,2002,B
888,2003,B
888,2004,B
888,2005,B
888,2006,B
888,2007,B
890,2001,B
890,2002,B
890,2003,B
890,2004,B
890,2005,B
890,2006,B
891,2001,B
891,2002,B
891,2003,B
891,2004,B
891,2005,B
891,2006,B
891,2007,B
892,2001,B
892,2002,B
892,2003,B
892,2004,B
892,2005,B
892,2006,B
892,2007,B
894,2001,B
894,2002,B
895,2001,B
895,2002,B
895,2003,B
895,2004,B
895,2005,B
895,2006,B
895,2007,B
896,2002,B
896,2003,B
896,2004,B
896,2005,B
896,2006,B
896,2007,B
898,2002,A
898,2003,A
898,2004,A
898,2005,A
898,2006,A
898,2007,A
899,2005,B
899,2006,B
899,2007,B
900,2002,H
900,2006,H
900,2007,H
901,2003,B
901,2004,B
901,2005,B
901,2006,B
902,2003,B
902,2004,B
902,2005,B
902,2006,B
902,2007,B
904,2004,NA
904,2005,NA
904,2006,A
904,2007,A
905,2004,B
905,2005,B
905,2006,B
905,2007,B
906,2004,B
906,2005,B
906,2006,B
906,2007,B
907,2005,B
907,2006,B
907,2007,B
909,2005,B
909,2006,B
909,2007,B
910,2006,B
910,2007,B
911,2006,B
911,2007,B
913,2007,W
914,2007,H
915,2001,A
916,2001,B
917,2001,B
917,2002,B
918,2001,B
918,2002,B
920,2001,B
920,2002,B
921,2001,H
921,2002,H
921,2003,H
922,2001,H
922,2002,H
922,2003,H
922,2004,H
923,2001,A
923,2002,A
923,2003,A
924,2001,B
924,2002,B
924,2003,B
924,2004,B
925,2001,B
925,2002,B
925,2003,B
925,2004,B
925,2005,B
927,2001,B
928,2001,B
928,2002,B
928,2003,B
928,2004,B
928,2005,B
928,2006,B
929,2001,A
929,2002,A
929,2003,A
929,2004,A
929,2005,A
929,2006,A
930,2001,B
930,2002,B
930,2003,B
930,2004,B
930,2005,B
930,2006,B
931,2001,W
931,2002,W
931,2003,W
931,2004,W
931,2005,W
931,2006,W
931,2007,W
933,2001,B
933,2002,B
933,2005,B
933,2006,B
934,2001,H
934,2002,H
934,2003,H
934,2004,H
934,2005,H
934,2006,H
934,2007,H
935,2001,B
935,2002,B
935,2003,B
935,2004,B
936,2001,B
936,2002,B
936,2003,B
936,2004,B
936,2005,B
936,2006,B
936,2007,B
938,2001,A
938,2002,A
938,2003,A
938,2004,A
938,2005,A
938,2006,A
938,2007,A
939,2003,H
939,2004,H
939,2005,H
940,2001,B
940,2002,B
941,2006,B
941,2007,B
942,2001,B
942,2002,B
942,2003,B
942,2004,B
942,2005,B
943,2001,H
943,2002,H
943,2003,H
945,2007,W
946,2001,B
946,2002,B
946,2003,B
946,2004,B
946,2005,B
946,2006,B
946,2007,B
947,2001,B
947,2002,B
947,2003,B
947,2004,B
948,2001,A
948,2002,A
948,2003,A
948,2004,A
948,2005,A
948,2006,A
948,2007,A
949,2001,B
949,2002,B
949,2003,B
949,2004,B
949,2005,B
949,2006,B
949,2007,B
951,2002,B
951,2003,B
951,2004,B
951,2005,B
952,2006,B
952,2007,B
953,2002,B
953,2003,B
953,2004,B
953,2005,B
953,2006,B
953,2007,B
955,2005,B
955,2006,B
955,2007,B
956,2003,B
956,2004,B
956,2005,B
956,2006,B
957,2004,B
957,2005,B
957,2006,B
957,2007,B
959,2004,B
960,2005,B
960,2006,B
960,2007,B
961,2005,B
961,2006,B
961,2007,B
963,2006,B
963,2007,B
964,2006,B
964,2007,B
965,2006,A
965,2007,A
966,2007,B
967,2007,A
969,2001,B
970,2001,H
971,2001,B
972,2003,W
972,2004,W
973,2001,B
974,2003,H
974,2004,H
976,2001,B
976,2002,B
976,2003,B
977,2001,H
978,2001,B
979,2001,H
979,2002,H
979,2003,H
979,2004,H
979,2005,H
980,2001,B
980,2002,B
980,2003,B
980,2004,B
980,2005,B
980,2006,B
981,2001,A
981,2002,A
981,2003,A
981,2004,A
983,2001,B
983,2002,B
983,2003,B
983,2004,B
983,2005,B
984,2001,B
984,2002,B
984,2003,B
984,2004,B
984,2005,B
984,2006,B
984,2007,B
985,2001,B
985,2002,B
985,2003,B
985,2004,B
985,2005,B
985,2006,B
985,2007,B
987,2001,B
987,2002,B
987,2003,B
987,2004,B
987,2005,B
987,2006,B
987,2007,B
988,2001,A
988,2002,A
988,2003,A
988,2004,A
988,2005,A
988,2006,A
989,2001,B
989,2002,B
989,2003,B
989,2004,B
989,2005,B
989,2006,B
989,2007,B
990,2002,B
990,2003,B
990,2004,B
990,2005,B
990,2006,B
990,2007,B
991,2001,W
993,2001,B
994,2001,B
994,2002,B
995,2001,B
995,2002,B
995,2003,B
995,2004,B
995,2005,B
995,2006,B
997,2001,B
997,2002,B
997,2003,B
998,2001,W
998,2002,W
998,2003,W
998,2004,W
998,2005,W
998,2006,W
998,2007,W
999,2001,B
999,2002,B
999,2003,B
999,2004,B
999,2005,B
999,2006,B
999,2007,B
1000,2004,W
1000,2005,W
1000,2006,W
1000,2007,W
1001,2001,A
1002,2002,B
1004,2002,B
1004,2003,B
1004,2004,B
1004,2005,B
1004,2006,B
1004,2007,B
1005,2002,W
1005,2003,W
1005,2004,W
1005,2005,W
1005,2006,W
1005,2007,W
1006,2002,B
1006,2003,B
1006,2004,B
1006,2005,B
1006,2006,B
1006,2007,B
1007,2002,B
1007,2003,B
1007,2004,B
1007,2005,B
1007,2006,B
1007,2007,B
1008,2003,W
1008,2004,W
1008,2005,W
1008,2006,W
1008,2007,W
1010,2003,H
1010,2004,H
1010,2005,H
1010,2006,B
1010,2007,B
1011,2004,B
1011,2005,B
1011,2006,B
1011,2007,B
1012,2006,A
1012,2007,A
1013,2004,B
1013,2005,B
1013,2006,B
1013,2007,B
1014,2005,B
1014,2006,B
1014,2007,B
1015,2005,NA
1015,2006,M/O
1015,2007,M/O
1017,2005,W
1017,2006,W
1017,2007,W
1018,2006,B
1018,2007,B
1019,2006,B
1019,2007,B
1020,2007,B
1022,2001,B
1022,2002,B
1023,2001,B
1024,2001,B
1025,2001,A
1025,2002,A
1027,2001,W
1027,2002,W
1028,2001,B
1028,2002,B
1028,2003,B
1028,2004,B
1029,2001,B
1029,2002,B
1029,2003,B
1029,2004,B
1030,2001,B
1030,2002,A
1030,2003,A
1030,2004,A
1030,2005,A
1032,2001,H
1033,2001,B
1034,2001,B
1034,2002,B
1034,2003,B
1034,2004,B
1034,2005,B
1034,2006,B
1035,2001,W
1035,2002,W
1036,2001,B
1036,2002,B
1036,2003,B
1036,2004,B
1036,2005,B
1036,2006,B
1038,2001,A
1038,2002,A
1039,2001,B
1039,2002,B
1039,2003,B
1039,2004,B
1039,2005,B
1039,2006,B
1039,2007,B
1040,2001,A
1040,2002,A
1040,2003,A
1040,2007,A
1041,2003,B
1041,2004,B
1041,2005,B
1041,2006,B
1041,2007,B
1042,2001,B
1042,2002,B
1042,2003,B
1042,2004,B
1042,2005,B
1042,2006,B
1042,2007,B
1044,2001,B
1044,2002,B
1044,2003,B
1044,2004,B
1044,2005,B
1044,2006,B
1044,2007,B
1045,2001,B
1045,2002,B
1045,2003,B
1046,2001,B
1047,2003,H
1047,2004,H
1047,2005,H
1048,2001,W
1048,2002,W
1048,2003,W
1048,2004,W
1048,2005,W
1048,2006,W
1050,2001,B
1050,2002,B
1050,2003,B
1050,2004,B
1050,2005,B
1050,2006,B
1050,2007,B
1051,2001,B
1051,2002,B
1051,2003,B
1051,2004,B
1051,2005,B
1051,2006,B
1052,2001,B
1052,2002,B
1052,2003,B
1052,2004,B
1052,2005,B
1052,2006,B
1052,2007,B
1053,2001,H
1053,2002,H
1053,2003,H
1053,2007,H
1054,2005,H
1054,2006,H
1054,2007,H
1055,2003,H
1057,2002,B
1057,2003,B
1057,2004,B
1057,2005,B
1057,2006,B
1058,2002,H
1059,2002,B
1059,2003,B
1060,2002,B
1060,2003,B
1060,2004,B
1060,2005,B
1060,2006,B
1060,2007,B
1062,2003,B
1062,2004,B
1062,2005,B
1062,2006,B
1062,2007,B
1063,2003,B
1063,2004,B
1063,2005,B
1063,2006,B
1063,2007,B
1064,2004,B
1064,2005,B
1064,2006,B
1064,2007,B
1066,2004,B
1067,2004,H
1067,2005,H
1067,2006,H
1067,2007,H
1068,2005,H
1068,2006,H
1068,2007,H
1069,2005,B
1069,2006,B
1069,2007,B
1070,2005,B
1070,2006,B
1070,2007,B
1072,2007,B
1073,2006,B
1073,2007,B
1074,2007,A
1075,2007,A
1076,2001,B
1076,2002,B
1077,2001,W
1079,2001,W
1079,2002,W
1080,2001,B
1080,2002,B
1081,2001,A
1081,2002,A
1081,2003,A
1082,2001,H
1082,2002,H
1083,2001,B
1084,2002,H
1084,2003,H
1085,2001,W
1085,2002,W
1085,2003,W
1085,2004,W
1086,2001,B
1086,2002,B
1086,2003,B
1086,2004,B
1086,2005,B
1087,2001,A
1087,2002,A
1087,2003,A
1087,2004,A
1087,2005,A
1089,2002,B
1089,2003,B
1089,2004,B
1089,2005,B
1090,2001,B
1091,2002,B
1093,2001,B
1093,2002,B
1093,2003,B
1093,2004,B
1093,2005,B
1093,2006,B
1093,2007,B
1094,2006,B
1095,2001,H
1095,2002,H
1095,2003,H
1095,2004,H
1095,2005,H
1095,2006,H
1095,2007,H
1096,2001,B
1096,2002,B
1097,2001,H
1097,2002,H
1097,2003,H
1097,2004,B
1097,2005,H
1097,2006,H
1097,2007,H
1099,2001,B
1099,2002,B
1099,2003,B
1099,2004,B
1099,2005,B
1099,2006,B
1099,2007,B
1100,2004,B
1100,2005,B
1100,2006,B
1100,2007,B
1101,2001,B
1101,2002,B
1101,2003,B
1101,2004,B
1101,2005,B
1101,2006,B
1101,2007,B
1103,2001,B
1103,2002,B
1103,2003,B
1103,2004,B
1103,2005,B
1103,2006,B
1103,2007,B
1104,2002,H
1104,2004,H
1104,2005,H
1105,2001,B
1105,2002,B
1105,2003,B
1105,2004,B
1105,2005,B
1105,2006,B
1105,2007,B
1106,2001,B
1106,2002,B
1106,2003,B
1106,2004,B
1108,2001,B
1109,2002,W
1109,2003,W
1109,2004,W
1109,2005,W
1109,2006,W
1109,2007,W
1110,2001,B
1110,2002,B
1110,2003,B
1110,2004,B
1110,2005,B
1110,2006,B
1110,2007,B
1111,2002,B
1111,2003,B
1111,2004,B
1111,2005,B
1111,2007,B
1113,2003,B
1113,2004,B
1113,2005,B
1114,2002,B
1114,2003,B
1114,2004,B
1114,2005,B
1114,2006,B
1114,2007,B
1115,2003,B
1115,2004,B
1117,2003,H
1118,2004,B
1118,2005,B
1118,2006,B
1118,2007,B
1119,2007,B
1120,2004,B
1120,2005,B
1120,2006,B
1120,2007,B
1121,2004,W
1121,2005,W
1121,2006,W
1121,2007,W
1123,2004,A
1123,2005,A
1124,2006,B
1124,2007,B
1125,2006,B
1126,2006,B
1126,2007,B
1128,2007,W
1129,2001,B
1130,2001,B
1131,2001,W
1131,2002,W
1132,2001,B
1132,2002,B
1134,2001,B
1134,2002,B
1134,2003,B
1135,2002,A
1136,2001,H
1136,2002,H
1136,2003,H
1136,2004,H
1137,2001,A
1137,2002,A
1137,2003,A
1138,2001,B
1138,2002,B
1138,2003,B
1138,2004,B
1138,2005,B
1139,2001,B
1139,2002,B
1139,2003,B
1139,2004,B
1139,2005,B
1141,2001,B
1141,2002,B
1141,2003,B
1141,2004,B
1141,2005,B
1141,2006,B
1142,2001,B
1142,2002,B
1143,2001,B
1143,2002,B
1145,2004,H
1145,2007,H
1146,2001,B
1146,2002,B
1146,2003,B
1146,2004,B
1147,2001,B
1147,2002,B
1147,2003,B
1148,2001,B
1148,2002,B
1148,2003,B
1148,2004,B
1148,2005,B
1148,2006,B
1148,2007,B
1149,2002,W
1149,2003,W
1149,2004,W
1149,2005,W
1149,2006,W
1151,2003,W
1151,2004,W
1151,2005,W
1151,2006,W
1151,2007,W
1152,2001,B
1152,2002,B
1152,2003,B
1152,2004,B
1152,2005,B
1152,2006,B
1152,2007,B
1153,2004,H
1154,2001,B
1154,2002,B
1154,2003,B
1154,2004,B
1154,2005,B
1154,2006,B
1154,2007,B
1155,2004,B
1155,2005,B
1157,2001,B
1157,2002,B
1157,2003,B
1157,2004,B
1157,2005,B
1157,2006,B
1157,2007,B
1158,2001,B
1158,2002,B
1158,2003,B
1158,2004,B
1158,2005,B
1158,2006,B
1158,2007,B
1159,2001,B
1159,2002,B
1159,2003,B
1159,2004,B
1159,2005,B
1159,2006,B
1159,2007,B
1161,2001,B
1161,2002,B
1161,2005,B
1161,2006,B
1161,2007,B
1162,2003,B
1162,2004,B
1162,2005,B
1162,2006,B
1162,2007,B
1163,2002,B
1163,2003,B
1163,2004,B
1163,2005,B
1163,2006,B
1163,2007,B
1164,2007,H
1166,2003,B
1166,2004,B
1166,2005,B
1166,2006,B
1166,2007,B
1167,2003,B
1167,2004,B
1167,2005,B
1167,2006,B
1167,2007,B
1168,2003,B
1170,2004,B
1170,2005,B
1170,2006,B
1170,2007,B
1171,2004,B
1171,2005,B
1171,2006,B
1171,2007,B
1172,2004,W
1172,2005,W
1172,2006,W
1172,2007,W
1173,2005,A
1173,2006,A
1173,2007,A
1174,2005,B
1174,2006,B
1174,2007,B
1176,2006,B
1176,2007,B
1177,2006,B
1177,2007,B
1178,2007,B
1179,2007,A
1181,2001,B
1182,2001,B
1183,2001,B
1183,2002,B
1183,2003,B
1185,2001,B
1185,2002,B
1185,2003,B
1186,2001,B
1186,2002,B
1186,2003,B
1187,2001,A
1187,2002,A
1187,2003,A
1187,2004,A
1188,2002,B
1190,2001,B
1190,2002,B
1190,2003,B
1190,2004,B
1191,2001,B
1191,2002,B
1192,2003,H
1192,2004,H
1192,2005,H
1193,2001,W
1193,2002,W
1193,2003,W
1193,2004,W
1193,2006,W
1194,2001,B
1194,2002,B
1194,2003,B
1194,2004,B
1194,2005,B
1194,2006,B
1196,2001,B
1196,2002,B
1196,2003,B
1196,2004,B
1196,2005,B
1196,2006,B
1196,2007,B
1197,2001,B
1197,2002,B
1198,2001,B
1198,2002,B
1198,2003,B
1198,2004,B
1198,2005,B
1199,2001,A
1199,2002,A
1199,2003,A
1199,2005,A
1201,2002,B
1201,2003,B
1201,2004,B
1202,2001,H
1202,2002,H
1203,2001,B
1204,2001,B
1204,2002,B
1204,2003,B
1204,2004,B
1204,2005,B
1204,2006,B
1204,2007,B
1206,2004,B
1206,2005,B
1206,2006,B
1206,2007,B
1207,2001,W
1207,2002,W
1207,2003,W
1207,2004,W
1207,2005,W
1207,2006,W
1207,2007,W
1208,2001,B
1208,2002,B
1208,2003,B
1208,2004,B
1208,2005,B
1208,2006,B
1208,2007,B
1209,2004,B
1209,2005,B
1209,2006,B
1209,2007,B
1211,2001,B
1211,2002,B
1211,2003,B
1211,2004,B
1211,2005,B
1211,2006,B
1211,2007,B
1212,2005,B
1212,2006,B
1212,2007,B
1213,2001,B
1213,2002,B
1213,2003,B
1215,2002,B
1215,2003,B
1215,2004,B
1215,2005,B
1215,2006,B
1215,2007,B
1216,2002,B
1216,2003,B
1216,2004,B
1216,2005,B
1216,2006,B
1216,2007,B
1217,2002,H
1218,2003,B
1218,2004,B
1218,2005,B
1218,2006,B
1220,2003,B
1220,2004,B
1220,2005,B
1220,2006,B
1220,2007,B
1221,2003,B
1222,2004,B
1222,2005,B
1222,2006,B
1222,2007,B
1224,2004,B
1224,2005,B
1224,2006,B
1224,2007,B
1225,2005,B
1225,2006,B
1225,2007,B
1226,2005,B
1226,2006,B
1226,2007,B
1227,2005,NA
1227,2006,M/O
1227,2007,M/O
1229,2006,B
1229,2007,B
1230,2007,B
1231,2007,A
1232,2007,B
1233,2001,A
1235,2001,A
1235,2002,A
1236,2001,H
1236,2002,H
1237,2001,B
1238,2002,A
1238,2003,A
1239,2001,B
1239,2002,B
1239,2003,B
1240,2001,B
1242,2003,B
1242,2004,B
1242,2005,B
1242,2006,B
1243,2003,A
1243,2004,A
1243,2005,A
1244,2003,B
1244,2004,B
1244,2005,B
1244,2006,B
1245,2001,B
1245,2002,B
1247,2001,M/O
1247,2002,NA
1247,2003,NA
1247,2004,NA
1247,2005,NA
1247,2006,M/O
1248,2001,B
1248,2002,B
1248,2003,B
1248,2004,B
1248,2005,B
1248,2006,B
1248,2007,B
1249,2001,B
1249,2002,B
1249,2003,B
1249,2004,B
1249,2005,B
1249,2006,B
1249,2007,B
1250,2001,B
1250,2002,B
1250,2003,B
1250,2004,B
1250,2005,B
1252,2001,B
1252,2002,B
1252,2003,B
1252,2004,B
1252,2005,B
1252,2006,B
1252,2007,B
1253,2001,W
1253,2002,W
1253,2003,W
1253,2004,W
1253,2005,W
1253,2006,W
1253,2007,W
1254,2001,B
1254,2002,B
1254,2003,B
1254,2004,B
1254,2005,B
1254,2006,B
1254,2007,B
1255,2001,W
1255,2002,W
1255,2003,W
1255,2004,W
1255,2005,W
1255,2007,H
1256,2001,B
1256,2002,B
1256,2003,B
1256,2004,B
1256,2005,B
1256,2006,A
1256,2007,A
1258,2001,B
1258,2002,B
1258,2003,B
1258,2004,B
1258,2005,B
1258,2006,B
1258,2007,B
1259,2004,B
1259,2005,B
1260,2001,B
1260,2002,B
1260,2003,B
1260,2005,B
1260,2006,B
1260,2007,B
1262,2001,B
1262,2002,B
1262,2003,B
1262,2004,B
1263,2006,H
1263,2007,H
1264,2002,W
1264,2003,W
1264,2004,W
1264,2005,W
1264,2006,W
1264,2007,W
1265,2006,B
1265,2007,B
1266,2001,B
1266,2002,B
1266,2003,B
1266,2004,B
1266,2005,B
1266,2006,B
1266,2007,B
1267,2003,H
1267,2004,H
1267,2005,H
1267,2006,H
1267,2007,H
1269,2007,B
1270,2002,B
1270,2003,B
1270,2004,B
1270,2005,B
1270,2006,B
1270,2007,B
1271,2007,W
1272,2003,H
1273,2003,B
1273,2004,B
1273,2005,B
1273,2006,B
1273,2007,B
1275,2004,B
1275,2005,B
1275,2006,B
1275,2007,B
1276,2004,B
1276,2005,B
1276,2006,B
1276,2007,B
1277,2005,B
1277,2006,B
1277,2007,B
1278,2005,A
1278,2006,A
1278,2007,A
1279,2005,H
1279,2006,H
1279,2007,H
1281,2006,H
1281,2007,H
1282,2006,B
1282,2007,B
1283,2007,H
1284,2007,B
1285,2007,B
1287,2001,B
1287,2002,B
1287,2003,B
1287,2004,B
1288,2001,B
1288,2002,B
1289,2001,B
1291,2001,B
1291,2002,B
1291,2003,B
1292,2001,A
1292,2002,A
1292,2003,A
1292,2004,A
1293,2002,B
1294,2001,B
1294,2002,B
